"REF_DATE","GEO","DGUID","Distance-capacity public transit service area","Location","Gender","Demographic and socio-economic","Sustainable Development Goals (SDGs) 11.2.1 indicator","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631840423","572.3.1.1.1.1","77740","","","","0"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635864317","572.3.1.1.1.2","60.8","","","","1"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635864317","572.3.1.1.1.2","60.4","","","","1"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631921441","572.3.1.1.2.1","10880","","","","0"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631921441","572.3.1.1.2.1","10930","","","","0"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635945335","572.3.1.1.2.2","57.5","","","","1"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635945335","572.3.1.1.2.2","57.7","","","","1"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632002459","572.3.1.1.3.1","48040","","","","0"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632002459","572.3.1.1.3.1","47885","","","","0"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636026353","572.3.1.1.3.2","61.5","","","","1"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636026353","572.3.1.1.3.2","61.3","","","","1"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632245513","572.3.1.1.6.1","19240","","","","0"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632245513","572.3.1.1.6.1","18925","","","","0"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636269407","572.3.1.1.6.2","61.0","","","","1"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636269407","572.3.1.1.6.2","60.0","","","","1"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635054137","572.3.1.1.56.1","65425","","","","0"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635054137","572.3.1.1.56.1","65120","","","","0"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639078031","572.3.1.1.56.2","61.1","","","","1"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639078031","572.3.1.1.56.2","60.8","","","","1"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635135155","572.3.1.1.57.1","37320","","","","0"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635135155","572.3.1.1.57.1","37115","","","","0"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639159049","572.3.1.1.57.2","60.2","","","","1"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639159049","572.3.1.1.57.2","59.9","","","","1"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635216173","572.3.1.1.58.1","31760","","","","0"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635216173","572.3.1.1.58.1","31585","","","","0"
"2023","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639240067","572.3.1.1.58.2","58.9","","","","1"
"2024","Peterborough, Census metropolitan area (CMA)","2021S0503529","500 metres from all public transit stops","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639240067","572.3.1.1.58.2","58.6","","","","1"
